subte,hospital,metrobus,universidad,escuela publica,escuela privada,centro de salud
399.78140881,1841.79221471,917.348128703,1208.73062119,456.399810186,269.768955934,1297.54391331
3291.94438645,1054.27584534,135.02102884,3227.00744645,243.314006266,317.172534506,3356.92244431
4510.45214722,991.597703198,949.060902461,3145.26054015,424.496250874,376.221785238,3839.43204669
5274.32282656,1769.38292033,1616.61550204,2784.10884414,78.5721261533,200.669770985,3830.61357329
3498.94346338,1214.78941343,932.527531278,3496.94444924,366.250163137,476.835996647,3787.01511695
3315.74189654,1405.57400746,1400.51472792,3351.19315524,468.070639117,60.8094285949,3604.44633955
814.184348424,831.147283412,1375.83736453,620.701837328,147.48110289,49.8870946861,290.480471208
908.895602829,2221.94245107,223.887770101,972.880276314,178.599592784,151.490760055,475.095146297
583.660844921,510.1666227,93.902827291,945.034180433,116.527130937,292.819783304,875.57887906
619.087126411,764.11338875,544.045760436,1439.32617073,124.725251572,63.9560713194,1425.61472937
1153.47097539,1637.22436932,480.532973654,1433.61453562,420.75189361,140.863605067,762.147092148
1896.86873805,2454.56042831,356.432302519,1280.91620702,236.001453173,125.092545787,78.2142501389
2473.19273601,1400.22467316,2849.55268419,1241.63890568,312.80239254,282.980017756,2229.48373428
1166.19288803,1009.7322303,1225.31434971,599.961127561,247.981964608,139.336957968,823.04555798
1660.1034158,640.894690626,651.621775405,1428.12905659,253.30412987,144.319973746,1493.55739292
1460.15533595,1006.88796691,220.74012466,1217.82736318,408.721911339,412.287155926,544.862622511
1990.54821964,1484.99567848,632.444704476,1746.38056864,193.376650515,150.758149935,885.644587685
3216.62108315,1629.59039238,1820.76133645,1263.74572208,161.659001514,247.079354405,1182.88150103
392.506621198,983.392386198,1790.87734644,272.798307079,266.387991272,135.472385933,343.903784585
504.119044361,1117.88428914,1909.26966846,254.993979115,179.510465342,250.357608523,477.769253677
287.155195718,1153.22706229,2276.99623743,764.522982293,67.5909381352,182.769186281,847.061046419
2183.43891435,2110.49069708,4941.6283577,1359.11671185,221.370282829,168.663415351,2174.5268016
5600.39311764,2094.05793885,1815.50109576,2867.4661819,228.243486394,250.121762537,4019.28503337
5600.39311764,2094.05793885,1815.50109576,2867.4661819,228.243486394,250.121762537,4019.28503337
5372.30739562,2079.26665159,604.748706576,4250.9905062,348.034160726,531.470551235,5092.61169677
5372.30739562,2079.26665159,604.748706576,4250.9905062,348.034160726,531.470551235,5092.61169677
2997.21437763,1628.36593764,737.676095506,2976.68992983,148.860116834,243.732891151,3282.56202986
1519.78133499,1783.43937593,732.210130483,1822.51667322,305.1491766,530.704077251,784.171041904
762.205365486,1206.00819491,264.574063536,1630.28918501,186.987596308,391.579819533,1154.82960649
464.347092597,1860.62349916,167.771712355,1443.44998068,208.213943715,432.779947717,1566.23251226
652.745978288,1951.27447641,188.170258491,1303.79523513,339.79134446,346.227995904,1485.69931968
761.16854105,2007.10329466,294.484625416,1247.03121858,367.426041561,268.665255672,1359.52029833
133.843204384,877.648098911,2205.43265515,1006.80646506,178.138397254,217.473174307,874.442956932
4848.4081306,1118.55081157,492.557426488,4802.41659573,12.6486618036,287.306995608,4944.92931544
4848.4081306,1118.55081157,492.557426488,4802.41659573,12.6486618036,287.306995608,4944.92931544
4848.4081306,1118.55081157,492.557426488,4802.41659573,12.6486618036,287.306995608,4944.92931544
4848.4081306,1118.55081157,492.557426488,4802.41659573,12.6486618036,287.306995608,4944.92931544
4837.09443307,154.518720214,1504.28763275,4649.374379,239.209254644,455.258735567,5126.14744756
4674.62591761,412.792001667,1956.93210587,4239.66550097,161.02885321,347.260388407,4963.21654481
1147.81690774,826.663601808,2412.63785904,509.794138994,122.291853502,303.780156184,918.049913076
1030.23025436,1884.91794756,3760.43383487,1036.59671612,156.248122719,134.763025466,1584.69142167
1030.23025436,1884.91794756,3760.43383487,1036.59671612,156.248122719,134.763025466,1584.69142167
998.051054558,1965.90706505,3853.85683381,1008.30423709,187.419026432,128.520423118,1639.21721836
1105.88751766,2702.04275039,4036.13788047,1143.84534885,242.435401612,359.906166949,2188.04633528
1508.02234387,3044.1631557,4146.92910755,1552.36805393,299.110213594,124.106016173,1960.75522503
4511.96843728,2086.74540237,3422.97343318,3291.50536631,170.477257635,451.391458758,5169.76257717
576.655246531,786.743002639,2900.6077532,1093.10533273,284.510979819,318.201606775,594.368281802
641.922426904,816.032657482,2898.94179664,1119.08048332,235.295953603,265.569583999,643.701078781
920.145005222,980.630922158,2885.2966193,991.463964512,204.796475543,187.606680432,877.670013125
710.844044222,1884.83128492,1580.29710551,284.654160879,545.663356068,559.127667953,2489.93749488
249.654447546,271.861471179,1485.44460679,393.020736056,159.240674988,149.828475618,186.678981623
249.654447546,271.861471179,1485.44460679,393.020736056,159.240674988,149.828475618,186.678981623
468.431365338,435.536102421,1035.7493406,222.28069294,45.2591662126,234.503802633,160.941895119
468.431365338,435.536102421,1035.7493406,222.28069294,45.2591662126,234.503802633,160.941895119
468.431365338,435.536102421,1035.7493406,222.28069294,45.2591662126,234.503802633,160.941895119
383.170102802,553.396334819,910.205661458,318.062728184,111.766416497,232.957151721,134.802085624
383.170102802,553.396334819,910.205661458,318.062728184,111.766416497,232.957151721,134.802085624
770.906644629,1217.07484574,833.236612482,118.251076019,230.163653973,327.182470188,1713.46618496
801.987879024,761.743654607,927.175397895,241.946352378,171.218600299,28.1468984434,1764.45773533
2008.92427679,2567.08887516,351.959343304,1310.88905789,149.253471167,71.3658528407,194.568840831
2137.66162653,2540.79941966,647.440176754,1602.68733635,420.199718483,208.775639904,365.832984709
1027.05671126,684.503021348,1411.61583669,425.762260747,143.728644343,173.243575208,347.061383455
423.006987805,1654.57534237,2856.18353011,450.470542936,188.148650988,239.739445209,1669.99156715
719.027291541,308.871706676,1993.75157423,338.374230281,225.163493932,99.0914242806,443.73538015
1010.94149274,534.624404624,1156.82631817,389.492445574,290.50335767,188.937103477,212.584866186
2009.5103247,1506.11711946,653.766562016,1765.64040928,207.347247472,136.947695591,907.10145907
2114.66227722,1208.24032712,571.338855971,1912.58168217,197.054816362,600.69377894,1451.65428774
2444.20951466,1036.48514909,442.441425587,2297.73977746,239.395959389,457.156416793,2125.15329088
2642.88200942,899.337106261,362.37752342,2521.60400759,330.22648158,281.605566584,2452.16274362
3223.12021033,959.716810745,204.052266818,3150.60514257,259.303007436,226.955377275,3252.68403067
1534.67843512,1897.06928828,717.581950337,1998.2606763,300.108897064,332.045340763,982.235896476
125.678132639,424.727770994,1611.32645693,1111.91698834,159.599221844,89.802409353,868.145073069
125.678132639,424.727770994,1611.32645693,1111.91698834,159.599221844,89.802409353,868.145073069
15.0454959216,294.741481617,1893.95352517,944.189195935,402.460347783,51.8783145635,979.293688344
226.206701732,940.643621215,2308.32920983,446.91641035,170.568680969,149.659089728,1315.09036119
386.045760399,1333.17065516,2570.81168442,170.397293692,158.856093766,240.979170943,926.555356526
386.045760399,1333.17065516,2570.81168442,170.397293692,158.856093766,240.979170943,926.555356526
666.738567658,1585.85950433,2695.3903174,343.444700513,214.435854961,117.42753923,617.403350027
666.738567658,1585.85950433,2695.3903174,343.444700513,214.435854961,117.42753923,617.403350027
672.758097318,1543.14878556,2647.00335509,436.655362291,117.227257465,188.381929758,513.860594561
664.80626404,1383.73561974,1829.50447999,875.480617061,246.547105622,216.537934726,881.561010817
730.094580012,1435.99641334,1793.80632075,923.566661932,213.58326441,127.162193811,964.557295656
802.12968369,1492.27390795,1754.6232819,979.256361523,230.852070468,93.8567875114,1049.20080307
905.032549631,1582.89037099,1753.44612751,1071.19452244,179.867158228,137.241131306,1157.87268993
1000.37497101,1667.09873796,1756.77542957,1157.54922636,140.070616926,225.133613788,1257.47880154
1000.37497101,1667.09873796,1756.77542957,1157.54922636,140.070616926,225.133613788,1257.47880154
1080.88360446,1738.77694153,1764.09851642,1231.43832454,158.984766396,305.792347074,1340.85660958
1223.9641139,1867.4773965,1786.90478286,1364.52917386,266.38994953,452.125751772,1487.88603629
1223.9641139,1867.4773965,1786.90478286,1364.52917386,266.38994953,452.125751772,1487.88603629
2816.48160129,2252.01264302,2251.13032188,2346.55338004,363.964118342,339.564939169,3238.57733524
2816.48160129,2252.01264302,2251.13032188,2346.55338004,363.964118342,339.564939169,3238.57733524
3745.59672311,1772.57218287,2646.30042008,2849.71821589,397.165491907,388.630528773,4258.80864356
4621.50265758,1720.57924885,3148.49712096,3531.29650329,316.638619416,72.8820669041,5163.77927785
5017.09560517,1876.37348243,3367.20228473,3856.36085814,491.744962325,383.369981687,5577.3529938
322.298275876,481.023945517,2613.23794299,496.078809101,218.562401413,189.565435226,229.685650745
622.938963529,353.595156437,2146.00219175,590.139767172,72.2954199593,202.245495619,342.376357685
622.938963529,353.595156437,2146.00219175,590.139767172,72.2954199593,202.245495619,342.376357685
279.142018601,318.130931839,1700.15487838,1048.57302696,302.370768765,229.558137582,881.395110243
279.142018601,318.130931839,1700.15487838,1048.57302696,302.370768765,229.558137582,881.395110243
1015.6572034,1264.38169466,864.38922964,1531.2958916,227.442239779,244.078538092,239.536117156
709.915945556,1253.04529066,1314.00911304,775.642309661,298.0171619,218.67536041,998.796437876
775.253962795,1396.24903082,1508.54012247,895.751754022,204.981795349,331.21280647,1053.76936461
300.738518308,932.551403344,2308.62341518,41.2537487439,208.140166227,138.558553469,246.94055774
300.738518308,932.551403344,2308.62341518,41.2537487439,208.140166227,138.558553469,246.94055774
234.523918645,416.941520829,2460.2610534,231.624223935,71.519475692,82.1890481424,269.294271372
234.523918645,416.941520829,2460.2610534,231.624223935,71.519475692,82.1890481424,269.294271372
234.523918645,416.941520829,2460.2610534,231.624223935,71.519475692,82.1890481424,269.294271372
862.013460849,825.53415334,2107.3242867,392.145325047,162.384151843,243.189265452,836.365845505
862.013460849,825.53415334,2107.3242867,392.145325047,162.384151843,243.189265452,836.365845505
941.354826875,799.063816968,2082.25825904,174.066217063,308.789737109,167.89696578,1053.06644932
941.354826875,799.063816968,2082.25825904,174.066217063,308.789737109,167.89696578,1053.06644932
2515.5005811,2306.49182719,1921.24216919,707.691638404,232.662327982,333.647725517,698.578545465
2746.986811,1955.57876345,1321.84460589,2782.76965009,227.490004153,322.92585231,3035.79029468
105.977028055,2017.23383828,464.002322692,1330.52488196,220.055316588,34.5539166822,1613.86581661
105.977028055,2017.23383828,464.002322692,1330.52488196,220.055316588,34.5539166822,1613.86581661
237.629486327,2150.12671859,567.53255922,1193.3576228,295.418437632,118.978927254,1498.85874185
237.629486327,2150.12671859,567.53255922,1193.3576228,295.418437632,118.978927254,1498.85874185
601.185363975,2368.63937301,749.224701322,824.907584481,270.971866307,372.038764544,1193.30007863
633.195136188,1469.06617278,744.002922624,1545.59271803,95.589794504,372.138655413,1810.22910371
856.496648275,1224.24435868,680.435288285,1573.14330651,262.616754757,540.079943931,1763.96687484
4248.78222238,1076.49513172,246.192785607,3888.89595539,668.53111256,291.398716431,4128.60153976
4342.31181362,1090.18243173,372.799004565,3809.39331688,542.962319867,288.334636606,4189.25333055
4442.24469931,1120.99783125,384.644877763,3729.42211821,415.514094834,261.443093669,4256.16982453
5616.38457352,2031.89333241,2395.02548311,2186.90476399,358.34469088,421.428722298,3462.75941668
1268.57238307,432.850984128,1502.63048251,194.766169442,164.900732497,128.156163893,536.682071051
1268.57238307,432.850984128,1502.63048251,194.766169442,164.900732497,128.156163893,536.682071051
1268.57238307,432.850984128,1502.63048251,194.766169442,164.900732497,128.156163893,536.682071051
520.646009069,965.221381522,972.852623216,1509.95812656,136.310728695,154.501392406,1061.12313677
974.85231801,846.745958003,2033.03155629,748.196916437,337.874697911,191.217012232,437.844256038
387.991902454,1332.97082857,2586.67340754,779.856601179,233.459485941,166.43218735,855.276589945
267.682590156,1369.4774126,2713.14353885,727.86907785,186.325420721,194.752147469,954.255048167
267.682590156,1369.4774126,2713.14353885,727.86907785,186.325420721,194.752147469,954.255048167
832.461572169,1627.03563452,3588.5421305,933.735940028,176.494689911,282.328657741,1427.31317063
261.545666489,1300.49770291,2429.56847398,592.147210929,155.119728981,178.589488284,595.281977056
2651.82943233,981.661029074,1364.55235951,730.078714764,35.9155200357,262.552797415,1446.78045406
817.829767799,2571.34009263,352.43177589,822.965854067,212.219498592,221.317415097,658.062816495
640.269107348,1306.85999091,1439.22639491,1383.52270423,141.846378339,181.960555568,611.945143391
640.269107348,1306.85999091,1439.22639491,1383.52270423,141.846378339,181.960555568,611.945143391
849.59737498,1421.19611885,2347.54800963,904.780390081,331.413056021,337.014579842,845.201732652
522.95003763,1074.334952,1975.33068849,600.406164983,202.264674047,478.661523417,1100.02444872
2048.65111841,539.201669563,1822.41217531,184.308667026,437.103277669,197.512861434,1277.15917133
867.931615471,105.773504547,144.8304228,1286.26647047,68.7856650867,68.3007309209,530.342611542
4458.99830076,263.671255642,1738.31131206,4261.85505385,141.243265147,141.243265147,4748.14910374
4458.99830076,263.671255642,1738.31131206,4261.85505385,141.243265147,141.243265147,4748.14910374
2062.13874489,1985.90498198,244.72946336,2252.63223305,382.703195392,367.895129677,1284.6632826
2875.19007384,1837.40909619,1381.61959146,2913.64989008,318.870291597,190.749963785,3163.79444521
2808.68511763,2009.39228183,1671.11907688,2830.96908556,251.186074856,399.303815998,3093.79699669
2582.22494685,2481.93346307,2320.23725819,2157.59115448,169.415675003,185.599349029,3053.17720611
2527.63712577,2573.89116539,2436.34666837,2041.39583746,235.303549941,276.086688693,3063.23831332
2362.4496961,2938.13395976,2871.3355667,1612.11162607,485.123339334,219.275567146,3136.35421744
1488.36554958,497.910498172,312.45243003,1147.112236,426.377140342,241.710389041,1056.33785913
2079.40607894,1185.01878932,280.361692067,1520.73410404,246.38237492,178.543439986,915.742017316
2053.90043522,1305.79322257,205.138815768,1611.42418604,158.950710289,140.183256685,828.593421121
2053.90043522,1305.79322257,205.138815768,1611.42418604,158.950710289,140.183256685,828.593421121
1939.87511766,1442.11224458,543.366752691,1724.0855409,212.431205996,550.025676135,1191.08145967
2206.24180149,1191.06781165,234.206290195,2054.59270418,21.2465568279,517.394642731,1890.31919614
2271.00440791,1204.64637486,264.934630147,2130.21284566,115.315347594,389.287545154,2012.39973674
2271.00440791,1204.64637486,264.934630147,2130.21284566,115.315347594,389.287545154,2012.39973674
154.818828949,2488.34535611,345.389631653,32.9177899051,27.1058861327,181.601945729,1579.08063386
192.915079696,2599.5347249,393.12906145,108.331884386,74.8811431265,181.280885906,1634.63057818
657.874602564,1329.32580249,1749.65262545,738.014930215,296.105449804,204.425492004,1017.54925445
974.146808226,1244.5866038,1406.39384424,468.370603411,110.60074482,212.770747813,751.559714582
1219.78022692,1177.28508275,1150.39422217,359.783875558,297.475724806,102.107897393,603.190961387
1799.31453803,544.772101926,592.202499771,1461.35170306,163.83805904,130.339282045,1380.69583394
1851.65362256,724.910987128,919.457269571,1049.17693352,68.6487141668,423.305178057,1694.06489844
4882.67235634,1434.05407456,1673.78823631,2487.05747177,422.654616552,279.015160759,3415.15750608
1329.39896862,1247.81531682,331.614540575,1520.46765999,221.360320307,207.778128868,752.937638445
706.094395795,1240.01481637,1567.10377527,454.445938137,153.59966454,54.2028037443,248.841047522
706.094395795,1240.01481637,1567.10377527,454.445938137,153.59966454,54.2028037443,248.841047522
259.551965859,1010.59285403,317.650440422,125.702185565,26.986619427,214.496331624,598.102988577
259.551965859,1010.59285403,317.650440422,125.702185565,26.986619427,214.496331624,598.102988577
259.551965859,1010.59285403,317.650440422,125.702185565,26.986619427,214.496331624,598.102988577
259.551965859,1010.59285403,317.650440422,125.702185565,26.986619427,214.496331624,598.102988577
402.725675627,881.338669056,460.691791739,25.0990042933,164.495902749,131.458221726,464.755180061
459.924118934,757.19324606,601.862908705,163.667117469,272.250961377,161.609518046,340.118478023
502.435488029,645.874421596,738.490569033,300.59576087,178.277824736,127.586889114,241.06587898
423.492816734,401.996813476,948.794529032,730.11294316,168.604376467,107.404874747,526.939462493
406.833568026,475.535082672,952.805858276,822.018814898,92.9338731379,126.321598011,609.862111568
450.200594158,640.933004873,998.616578547,792.439103012,245.349954776,250.335242923,531.477173429
465.973749077,389.232892709,1076.22219245,150.22922861,49.1974111539,152.388519811,86.7515478821
379.65287225,433.553795792,1131.41003961,281.822218592,88.7872942273,43.5437247469,278.861411639
547.640032481,239.682776857,1853.62129906,191.039495487,269.472379838,74.5280923332,300.036341489
1403.60731138,546.084657845,1642.712119,411.624216876,149.252641065,205.804950514,1384.36491929
1403.60731138,546.084657845,1642.712119,411.624216876,149.252641065,205.804950514,1384.36491929
2173.15084658,1931.76819791,1578.70958381,997.101510913,91.9041478204,36.0127067043,987.772103625
171.39494865,1571.14731545,2255.45372961,461.761089173,173.052232132,87.315702584,946.465441239
214.772021985,1413.57578086,2172.86840246,404.812167488,144.05170251,146.821503588,468.867386649
192.526252545,1219.59908902,2072.73003866,236.745532286,223.805603459,46.549586045,378.873322918
305.56295278,831.935695208,1669.58467379,346.396653375,183.098061029,43.2573099233,191.602367988
889.730146995,1385.37530756,1231.45083726,932.002089508,320.498558431,244.105019641,1178.86395148
2712.79192129,1707.11085024,748.389167793,2696.33704334,250.821824883,162.071530523,2998.68143993
2846.96017476,1658.96562905,726.165271019,2828.00902087,156.713669051,190.017634436,3132.50450745
3437.4677115,1417.78572898,572.563533962,3410.01353062,302.061318716,200.805925388,3684.3019209
4470.11433873,995.591597873,808.788035401,4429.5579447,135.536718414,180.437521105,4606.78474549
4470.11433873,995.591597873,808.788035401,4429.5579447,135.536718414,180.437521105,4606.78474549
4687.96602644,1060.78234814,638.578907623,4643.63265797,98.5889017327,283.272970359,4797.9874595
574.18713579,350.841192969,334.735156864,724.07358344,294.216511286,538.087322102,731.322723453
1699.00690133,2181.65355504,1345.33380129,1748.244329,68.7077321897,356.398162457,1987.38041343
1327.96662276,1614.95571149,1871.04857045,590.336413428,148.965808149,864.536523792,2730.88365654
1777.27731265,2805.16087139,3511.10744292,1016.55140752,141.493436474,524.179403324,1025.57879433
2995.1978953,2909.75846985,230.087645192,3185.95650223,390.075864617,694.521896649,2087.05496123
1567.14966507,715.672451423,734.26104628,361.939483511,306.17544834,240.806980055,291.815730101
1515.28655957,1038.46177701,506.848307755,838.539600591,299.270087473,190.316994647,595.863839758
489.790659128,411.156284213,193.482049961,862.559190305,76.2355765012,184.439718007,696.276486338
794.802866816,177.210793774,677.826454582,1381.26715301,116.598052897,478.307556527,241.480612698
676.637239424,157.211138288,665.528112125,1498.243138,134.817007197,493.6886825,353.55068683
751.268017092,2389.92581416,306.970444,817.056394094,184.463207169,127.862892834,384.944161927
4162.6689069,836.672930938,951.305322511,4138.70547783,90.9688197988,259.352631615,4394.54006333
3877.35419557,811.137198688,1230.96861495,3885.89035732,73.4463778039,565.555196676,4166.24355335
3824.50365923,861.505240354,1326.19787324,3842.1181592,74.6368324188,518.638224791,4113.65010333
3681.88244515,1191.52836054,1745.7313665,3367.68373789,43.2934519176,295.46682509,3968.71414928
3681.88244515,1191.52836054,1745.7313665,3367.68373789,43.2934519176,295.46682509,3968.71414928
824.846035619,1980.23048249,3810.65847313,837.530202736,196.915836325,144.79458387,1760.26740344
824.846035619,1980.23048249,3810.65847313,837.530202736,196.915836325,144.79458387,1760.26740344
544.778480058,1097.05047452,1973.14961635,622.047991412,213.98372158,456.743034128,1090.35721554
1844.55017101,81.9380558201,110.319195772,1054.60746198,44.3998312616,76.5091008587,869.252592041
1343.3983297,1040.66873881,885.077362644,426.341247615,150.834581594,186.410599253,259.987159104
1343.3983297,1040.66873881,885.077362644,426.341247615,150.834581594,186.410599253,259.987159104
1326.22013779,1118.09001627,737.318086114,664.732637351,76.8564214695,80.27542118,473.649378565
294.69983561,575.242332758,1454.77537119,679.796548445,169.49404282,117.494638159,435.765369478
1045.26833313,1926.37961171,370.745549386,987.87761229,126.513284349,270.223026664,660.111519373
1045.26833313,1926.37961171,370.745549386,987.87761229,126.513284349,270.223026664,660.111519373
604.126402569,1878.4292306,263.260079689,543.934977133,242.782181511,219.874966139,309.59584744
604.126402569,1878.4292306,263.260079689,543.934977133,242.782181511,219.874966139,309.59584744
861.857871602,2404.21234535,1501.01112309,389.472589444,205.128577304,199.611790387,278.276878139
854.838289197,2351.82914342,1593.93538729,482.985669962,160.472691407,176.554129395,193.042920165
852.18103073,646.696014041,1114.14995454,1297.12249129,288.812482587,175.727470698,968.223519294
884.583878909,430.969612824,861.043108854,1136.43737085,191.45099158,222.156361141,1397.24962589
1712.99946428,1940.25891643,848.809470951,1725.9407633,160.901101598,383.056495903,582.518912285
1712.99946428,1940.25891643,848.809470951,1725.9407633,160.901101598,383.056495903,582.518912285
2037.49409221,2311.33313872,848.519236812,1753.44833017,469.216175774,367.198335553,481.530010587
2218.67268341,2509.86970484,854.415752818,1802.16702874,464.759553182,391.375138328,540.613023824
521.892576623,475.694861977,1231.18303008,480.787572831,109.298892027,178.570160268,378.736655708
521.892576623,475.694861977,1231.18303008,480.787572831,109.298892027,178.570160268,378.736655708
198.156646617,588.770494931,1250.52734198,466.598095004,313.102392103,165.944412837,295.577108771
600.407928259,1248.16846242,1806.86818033,634.814378796,322.458116331,303.517580085,1005.03966259
896.429603951,914.669983522,1501.45491356,603.928308212,93.9616669565,221.275189586,880.752311999
984.502588534,874.499714739,1430.87452658,565.692842918,90.9924409333,196.409586095,798.165874542
1564.9279558,874.044097141,284.063328669,1321.25364042,271.853881825,248.979585897,263.068940213
1468.35659478,1086.19465463,88.9716776315,1234.93750039,380.869147866,523.84540741,687.712001634
131.071449337,1013.44297037,2828.85852559,384.749111822,264.312884959,122.640630116,425.062025736
131.071449337,1013.44297037,2828.85852559,384.749111822,264.312884959,122.640630116,425.062025736
425.230292429,675.785187192,2622.25756804,157.64123391,74.9767291724,125.831143806,344.885882406
425.230292429,675.785187192,2622.25756804,157.64123391,74.9767291724,125.831143806,344.885882406
478.921420069,1356.14945521,2592.42609919,477.078198591,31.1401760419,358.351769809,1547.62587886
831.621932149,1496.876003,2560.56328107,827.680092582,426.978326029,217.743206158,1319.44591958
831.621932149,1496.876003,2560.56328107,827.680092582,426.978326029,217.743206158,1319.44591958
1197.19325599,1727.72483105,2570.21055234,914.652635263,251.854916925,150.184092055,915.538654343
1197.19325599,1727.72483105,2570.21055234,914.652635263,251.854916925,150.184092055,915.538654343
380.258140367,483.967718407,2688.79621409,738.893217053,231.635365907,182.458315227,240.023943444
380.258140367,483.967718407,2688.79621409,738.893217053,231.635365907,182.458315227,240.023943444
329.725112014,564.315443968,2771.58382086,784.504095555,225.107487159,247.824350945,297.412905387
329.725112014,564.315443968,2771.58382086,784.504095555,225.107487159,247.824350945,297.412905387
1481.94939797,916.090106306,877.20617579,412.595709604,167.346673541,78.1681654623,529.641083581
1417.64072841,865.441520592,876.521747873,219.133019307,355.947462523,194.376142145,264.199628548
1390.62435197,794.196611673,535.766663532,1286.43463214,142.095511574,263.915521323,573.292829633
1390.62435197,794.196611673,535.766663532,1286.43463214,142.095511574,263.915521323,573.292829633
1350.0663866,651.709751977,517.63114028,1145.833603,113.124025102,252.118381703,314.322220906
1311.53789215,605.349122949,415.320485581,1073.62905911,24.190111293,165.390132067,183.860554032
1259.29075853,589.303378126,335.055670832,1014.01654246,166.870542108,73.8180177142,76.8625688805
2033.75676918,1484.25378415,136.17252714,1909.75614689,197.422008399,384.694631942,1915.14634906
550.640180733,350.348062746,169.110014871,1206.85799202,358.06364651,278.063762156,852.619402574
412.923830273,502.539505384,67.7228149199,1414.74118538,353.573709264,215.424457366,1012.56715722
412.923830273,502.539505384,67.7228149199,1414.74118538,353.573709264,215.424457366,1012.56715722
250.684733363,641.561623356,211.298435202,1323.85625011,304.041387121,96.6213474981,1125.2860713
507.940154431,720.384601552,233.038549616,1073.94745075,102.987221335,27.861497135,859.343783111
569.493915605,866.372501484,292.097318555,1122.20896561,73.6444157369,28.6977460949,938.8325595
621.007178969,1163.66094184,499.15764737,1030.21991232,357.465198299,422.840588548,996.656501732
621.007178969,1163.66094184,499.15764737,1030.21991232,357.465198299,422.840588548,996.656501732
1714.58503843,746.772783737,783.395029903,1279.6244525,190.163576914,293.201329347,1580.35493388
2556.0583776,1463.43891222,1175.44761812,1753.00808918,230.126009833,272.391080865,1438.67756769
3629.65410844,445.470863267,626.042275632,3520.81337852,158.032525497,315.231592875,3432.83255752
620.793891268,392.450007084,1099.06261425,1433.47807479,209.451280871,556.351341624,986.606560143
620.793891268,392.450007084,1099.06261425,1433.47807479,209.451280871,556.351341624,986.606560143
620.793891268,392.450007084,1099.06261425,1433.47807479,209.451280871,556.351341624,986.606560143
308.787592213,1515.74527597,1956.17621317,212.404297075,246.36554971,53.6944701549,570.243498573
285.672905565,1081.23856095,2476.71771559,374.528997631,208.145098386,89.963444372,761.324007981
1223.87356603,1915.74051275,2099.18742135,1485.70486801,210.087987504,454.756240565,1541.30580195
443.350362205,819.636376837,2134.7715212,275.905124613,276.420837897,182.041301658,83.9017546844
306.97368292,1056.04651217,1869.25613736,191.306419885,134.370076536,76.8281875799,482.756963388
389.583202851,1152.69238597,1809.97097106,274.816953354,139.864522737,151.155867262,346.964359175
936.330734521,984.136965512,1298.18342295,756.07593768,244.878872739,181.086741909,306.95236261
333.713228044,885.431183269,1733.02942216,506.465500443,196.202222123,27.1323630192,667.365310405
406.732113783,798.125021241,1616.20945794,646.715271637,271.52759548,99.3849638887,694.31809155
406.732113783,798.125021241,1616.20945794,646.715271637,271.52759548,99.3849638887,694.31809155
615.776976109,687.317139344,1408.74039041,914.562517296,14.1348324452,193.342246613,815.718388248
1111.14682814,2044.26948466,3873.4249816,1123.46199138,254.435131648,56.1552652548,1554.50468878
1078.60031153,2121.9670314,3970.99237963,1094.59537136,346.205356562,154.474974539,1628.20462876
1035.66604639,2313.0867932,4054.36454081,1060.46218631,512.168947261,388.603225744,1812.62959934
1035.66604639,2313.0867932,4054.36454081,1060.46218631,512.168947261,388.603225744,1812.62959934
763.17880235,985.146971649,196.287276339,801.019081993,186.346638094,448.915891594,496.417311886
763.17880235,985.146971649,196.287276339,801.019081993,186.346638094,448.915891594,496.417311886
319.699203918,365.467621839,2021.57161083,304.849107645,308.434262613,307.911750557,548.0045624
1086.21381514,2051.03108546,403.188445253,1291.78106765,277.167881658,197.788171979,1076.82738556
605.114820045,2006.71228983,144.153788974,618.771550423,353.981236167,338.649118374,226.936505901
98.8899412908,1380.98678471,2210.1705341,607.503759408,151.224855645,171.72177474,430.15432829
2245.32159613,724.395412855,2289.21710553,870.149623839,142.757475577,668.756081264,1704.50627466
2705.82461448,1338.28937323,1312.99543182,1750.36588757,183.200522729,362.612865721,1610.02035534
2952.31595308,370.421095369,1055.11047132,2772.51636111,89.3111998171,320.452229485,2353.84847978
2952.31595308,370.421095369,1055.11047132,2772.51636111,89.3111998171,320.452229485,2353.84847978
929.886170934,1197.94866326,844.242811173,859.139795635,36.2252596419,229.063364674,1195.41169687
1934.12489342,1413.77640224,480.253174945,1724.42850127,143.200587237,617.197151489,1243.34744715
2883.80670201,765.188285525,1381.73475182,2220.44839793,234.269375833,383.610449836,1979.67927876
2983.82904518,737.252023292,1467.67973748,2199.39449779,140.925333169,289.204693921,1956.52157844
3394.61778782,837.630935055,1873.70512452,2010.68951323,269.820273716,245.530095216,1643.4358772
899.662990811,601.062848794,1833.08774206,309.847618026,324.479110555,207.827685013,417.522765711
882.733736532,848.830973077,1652.41925437,389.503494601,282.968743106,114.111965289,266.983761924
1194.32113779,1362.6622506,1048.14907652,945.856607329,107.527881532,296.356508784,577.757579019
1250.07668796,1605.78157765,781.20668428,1211.43148163,240.568996519,208.685220846,700.076227681
1260.67875446,1824.06238339,550.979390481,1201.58742675,228.188101145,280.780072565,863.557643672
1260.67875446,1824.06238339,550.979390481,1201.58742675,228.188101145,280.780072565,863.557643672
