subte,hospital,metrobus,universidad,escuela publica,escuela privada,centro de salud
500.517255783,743.822477488,1427.92987097,754.879585412,63.915939305,265.173449176,616.174219502
340.202270093,825.819677672,1294.32465478,789.930010757,75.4924168772,321.342968267,767.93712214
67.2455332194,1056.75176732,1046.11056076,951.406939745,331.448197458,152.333185067,894.127629563
399.729711805,1385.65863443,750.700755513,1238.08235374,502.415024839,414.38071149,1124.42346761
822.080046168,1252.48087874,474.849861704,899.460832947,216.677063972,457.659020977,882.629010547
822.080046168,1252.48087874,474.849861704,899.460832947,216.677063972,457.659020977,882.629010547
754.666450888,1002.26853962,205.08817882,674.158509838,143.053883056,186.2198042,675.418115558
1242.82698427,1434.78926679,637.251629548,1154.2805744,144.658397993,54.8873002532,1502.55775263
1449.65491571,1869.89958064,1169.13072408,1464.75835971,53.8994366513,18.590118259,1738.18360929
566.020272083,220.878292426,1114.70273031,506.548405638,66.7431035084,212.880231715,494.606510193
816.502759543,178.845414188,888.787957648,680.479240684,101.890320427,46.9994337821,631.909085556
1850.42187616,1148.79972572,126.847271969,1608.25873677,330.774129469,264.176735488,549.842052545
2225.10062916,1538.40077996,428.73988246,1624.66541541,207.531140094,235.09259459,905.758157585
1616.9733808,2365.3242323,4558.01062481,1587.0958117,152.180449349,359.388155416,2022.64225046
1616.9733808,2365.3242323,4558.01062481,1587.0958117,152.180449349,359.388155416,2022.64225046
1651.26758361,2474.30511594,4539.06448919,1689.36807811,48.6712493823,200.836637923,2185.96713698
306.585946226,234.598830093,1808.14424518,918.913719616,215.830741525,266.881503646,726.209506487
207.918490595,103.88216894,1945.22960114,823.913752755,308.071477846,210.224867859,792.724007024
156.894919932,199.76770282,2013.50566871,802.381069504,292.697839376,186.379086379,857.072499953
231.005111616,359.468888809,2109.39646588,807.304651646,355.41033238,193.283368196,959.693536251
231.005111616,359.468888809,2109.39646588,807.304651646,355.41033238,193.283368196,959.693536251
346.11874887,494.802431672,2194.009941,837.414542493,277.198111765,233.146531913,995.185707222
467.956183433,1239.10447001,2142.37323279,258.586109123,194.548666628,78.5531140357,338.448532757
467.956183433,1239.10447001,2142.37323279,258.586109123,194.548666628,78.5531140357,338.448532757
467.956183433,1239.10447001,2142.37323279,258.586109123,194.548666628,78.5531140357,338.448532757
410.456962816,1174.55201048,2079.72169427,161.648381255,266.811025086,48.5493121319,495.859928845
408.843734079,1135.22538886,2035.20248089,29.4009250901,144.148294825,45.0640542029,519.652020857
429.524205789,1138.32072618,1800.0948419,500.12121323,74.3250158193,145.228144681,547.165577827
571.142818321,1279.95393323,1710.52221875,768.59951078,152.208081558,214.983595621,809.066712527
571.142818321,1279.95393323,1710.52221875,768.59951078,152.208081558,214.983595621,809.066712527
648.773396657,1340.30837332,1690.07979641,827.164418767,100.733315812,223.121682192,900.12987457
732.799255007,1405.52515931,1654.42462653,893.898687367,138.915792795,200.097334406,993.386551786
522.003052807,948.215952666,2647.70056358,532.794753114,255.701451151,284.723548755,447.902523778
522.003052807,948.215952666,2647.70056358,532.794753114,255.701451151,284.723548755,447.902523778
663.167717905,486.710152931,1764.1588649,1462.63934507,127.166185144,135.358626911,1339.06263402
857.313872724,2258.27675831,3371.14374319,902.176593493,283.763353628,366.700221185,1538.79982404
218.057074521,2128.46145169,507.07635299,1241.77631621,233.199889396,121.626361243,1559.36648016
785.042294729,2359.93266152,599.760317832,892.587616806,33.1486137498,411.305335461,1281.52406816
649.260145621,2518.43674561,412.794666121,710.957103709,54.9270346371,13.8222151208,467.734617714
5311.91312007,860.920443014,924.421517929,5293.91012739,411.947998206,511.728005065,5540.06113815
179.86941156,1383.92291249,732.927695725,272.173685949,253.670545534,86.9472880882,675.532910921
154.561941442,1141.53879609,2241.32162282,359.989716755,92.7410243223,52.5711955436,659.68153453
915.738149383,899.506729761,1075.15340279,895.862694591,419.484806504,298.671811933,825.825047042
1197.87180866,966.233626201,793.117166251,872.110732637,301.93644813,289.161256923,715.420227687
1197.87180866,966.233626201,793.117166251,872.110732637,301.93644813,289.161256923,715.420227687
2114.64716122,927.910696271,125.412326892,1329.31817305,359.878862576,132.590519934,1045.69426024
2245.45898694,929.347407097,255.814773379,1430.96522743,401.837129787,58.1771114626,1146.07401009
2496.30698921,2269.59633758,1564.4237946,2557.87750259,114.218469013,609.821074326,2782.41186876
4336.85637151,1152.56335652,2433.62304995,3540.47969898,29.2718487991,187.418476173,4681.66718401
5078.77691851,1389.16580263,2857.07864538,4092.22829145,213.419263498,392.68715168,5490.19957618
2357.16660294,708.918890124,2191.75741773,407.775728396,149.036271885,350.213570099,2867.93443915
2357.16660294,708.918890124,2191.75741773,407.775728396,149.036271885,350.213570099,2867.93443915
2149.66613707,507.553105465,1987.56854398,627.663723122,132.076137081,89.9323504102,2605.17943478
1874.76221944,452.760793958,1723.11524727,508.082589662,117.896221441,160.621507671,2216.05323237
1771.87498659,552.700650276,1626.98181658,338.913099961,63.7387803216,308.767936923,2056.90349788
1771.87498659,552.700650276,1626.98181658,338.913099961,63.7387803216,308.767936923,2056.90349788
890.152040945,579.997582757,831.617198183,403.757673314,66.5238367444,215.314935017,1835.53517621
669.56574651,502.200026944,578.803649665,320.529252046,215.03685017,105.567630783,1589.27795368
669.56574651,502.200026944,578.803649665,320.529252046,215.03685017,105.567630783,1589.27795368
499.223515345,322.610501301,355.030437178,240.583887547,94.081945769,40.8254059579,1415.82974576
398.049982668,594.162161783,547.272124987,903.818297732,326.037216223,457.260659315,725.145012189
721.835988631,120.226219289,111.680069747,1157.38427587,141.172477269,147.518842077,658.84664814
721.835988631,120.226219289,111.680069747,1157.38427587,141.172477269,147.518842077,658.84664814
406.235885732,334.128327197,71.6196289384,846.858377645,116.138158955,175.407543127,773.265545918
482.242295048,717.692801212,95.4646361845,540.261810311,267.686535433,477.868190097,483.267826429
403.930269377,1129.76513697,2544.73100797,442.567644479,335.503942379,94.1997105673,315.619336012
403.930269377,1129.76513697,2544.73100797,442.567644479,335.503942379,94.1997105673,315.619336012
1778.23638971,446.420626233,1611.73174619,642.915449166,147.800309299,375.835476843,2356.22229656
1778.23638971,446.420626233,1611.73174619,642.915449166,147.800309299,375.835476843,2356.22229656
2074.54854643,576.19446468,1911.45046834,601.850391436,147.751664798,41.5672878659,2553.07948687
2148.53176207,486.173681036,1986.90868244,649.713468737,116.055663048,93.8575657135,2596.13736266
2148.53176207,486.173681036,1986.90868244,649.713468737,116.055663048,93.8575657135,2596.13736266
2148.53176207,486.173681036,1986.90868244,649.713468737,116.055663048,93.8575657135,2596.13736266
2302.44101761,332.314448601,2143.90970869,776.274830951,49.4772210564,88.886289684,2692.04169633
2302.44101761,332.314448601,2143.90970869,776.274830951,49.4772210564,88.886289684,2692.04169633
2380.94266324,281.900656456,2223.95854616,849.269704019,50.8419304414,40.6700190774,2743.7538998
949.475540822,501.853172407,2287.6353757,613.079137934,296.927900988,46.0148482078,633.875276676
324.504038294,1992.66048247,3241.21470082,369.288603438,183.384430895,74.3459233121,1956.61989875
925.54317563,2145.67352073,3198.2433628,967.369693409,143.600463236,251.917088641,1328.06427825
1058.59266454,2200.84379725,3190.89771286,1099.74615027,67.0626853743,354.840555089,1209.25768069
1375.67592216,2358.01489745,3193.75321858,943.081511173,340.947669218,650.30825887,949.929435474
1383.82227351,2384.64460738,3223.81134144,961.641435959,350.348431291,662.225446377,968.647516365
1171.07114363,626.851653674,747.933796722,1136.80271896,228.04375787,194.718699138,617.617142948
1297.7297398,724.304039664,628.553569321,1237.32516191,200.514340446,289.911039636,590.823737252
1375.44296047,787.551779996,556.326796953,1271.70648319,141.151419493,285.103663349,586.052081216
1375.44296047,787.551779996,556.326796953,1271.70648319,141.151419493,285.103663349,586.052081216
1375.44296047,787.551779996,556.326796953,1271.70648319,141.151419493,285.103663349,586.052081216
1375.44296047,787.551779996,556.326796953,1271.70648319,141.151419493,285.103663349,586.052081216
1515.82023511,898.20821884,417.296688909,1316.67441956,142.363389209,178.064137548,581.063857006
1775.80279885,1122.10164388,188.206512602,1435.24122575,214.487763517,146.108765481,660.547962015
2300.92084208,1311.65752385,432.235144445,1592.88069477,151.830676397,139.412360184,1030.83624792
2234.95280754,627.340074807,1659.94007542,350.401067771,388.535837313,330.343124103,1334.71020536
686.295746424,616.729505449,2131.63494981,116.556175623,71.9170705992,71.9170705992,266.252015913
820.329793986,1603.33106522,3568.4739524,936.743998617,199.811725565,285.174393184,1403.89625789
820.329793986,1603.33106522,3568.4739524,936.743998617,199.811725565,285.174393184,1403.89625789
872.370277896,2410.71679334,3564.77267209,917.739211838,261.695971248,348.590053885,1748.74084973
1087.7920717,2488.21259539,3559.9202961,1133.14751379,64.3880030456,582.897763622,1531.00941333
3101.58045386,1607.51015204,678.280409505,3079.44329693,170.072641117,283.331360381,3386.68778433
4692.50760332,417.91831751,1145.81240332,4682.52555189,267.099282153,243.139890473,4976.70751922
1786.03054838,2546.01315988,54.4363597517,902.503871884,352.577890477,139.000161463,389.557343549
1786.03054838,2546.01315988,54.4363597517,902.503871884,352.577890477,139.000161463,389.557343549
1882.82090896,2632.49824605,46.0669640158,937.426104393,290.267949938,119.581102254,405.372770011
2105.50718841,692.942722333,1937.79016129,260.418780558,426.582739274,524.823078559,2744.66745782
1569.14970091,1355.70997381,602.008310254,1728.45196059,353.671746867,368.462952958,302.699885584
640.114221887,338.496235212,2462.16016555,368.649262109,146.620115041,76.7571154863,200.844780203
777.770827173,653.778676755,1918.62744022,257.193542197,262.171610065,262.171610065,345.349128648
777.770827173,653.778676755,1918.62744022,257.193542197,262.171610065,262.171610065,345.349128648
777.770827173,653.778676755,1918.62744022,257.193542197,262.171610065,262.171610065,345.349128648
990.426700795,1203.49789002,1365.69147769,631.217309703,209.115992622,94.7053415168,405.862496715
1108.32779072,2420.31189464,296.981176353,918.774643656,211.273937609,349.733391873,948.866443664
1064.15596255,2737.24436949,627.457062227,538.080873943,214.60135339,19.7999930658,1113.41780568
1064.15596255,2737.24436949,627.457062227,538.080873943,214.60135339,19.7999930658,1113.41780568
1852.7573252,1504.05850434,197.196725545,1701.67782314,126.78270292,564.66107255,1612.20014465
362.567109165,265.423610651,107.773015382,548.379492716,27.5616917719,316.944354581,616.280361215
522.543333809,862.895156007,2631.9607125,552.354652796,189.244476258,162.539432049,935.31958808
502.037479185,854.698724323,2499.22577894,480.763851884,44.3394555629,50.7927576347,1064.85922287
131.315234103,957.420978325,2182.98269654,537.869627341,232.912979585,288.124822853,1358.14426013
4725.42819707,223.347908284,1324.70471015,4695.58087118,411.35065145,425.69518805,5013.90979475
654.062679245,1293.24523363,543.432438032,1778.36774526,216.842250303,310.523954102,1561.67661054
654.062679245,1293.24523363,543.432438032,1778.36774526,216.842250303,310.523954102,1561.67661054
4585.69412352,1217.69854598,1772.57573211,2322.7285394,333.216664352,451.963772491,3126.90536579
5101.62919029,1780.63297378,2142.63827428,2081.30465702,100.029085559,94.1790199764,3161.2367443
2600.43176085,563.588053111,2470.44279735,1107.33241004,33.3319207773,523.148880498,2667.46779146
2278.41187127,714.099452605,2247.53856555,791.087477631,239.253872263,563.435143046,1717.19902345
2278.41187127,714.099452605,2247.53856555,791.087477631,239.253872263,563.435143046,1717.19902345
267.768285959,1779.59086782,960.970936955,52.0409591054,338.367406519,85.1101245338,637.851666266
214.412876205,1033.88375613,216.200041936,146.902354898,213.512998265,38.4350375201,1071.90128774
326.284560684,466.632382775,816.934780902,449.642355921,224.664636886,284.52233583,65.4994326815
326.284560684,466.632382775,816.934780902,449.642355921,224.664636886,284.52233583,65.4994326815
314.010605333,292.959952108,830.644534299,825.443905075,68.4836548121,157.449427978,501.223791007
345.881764808,568.508576684,869.653994371,812.271494333,226.647877105,212.224543288,647.602757251
381.974589844,547.719462656,916.41582668,315.621975983,116.722956502,255.049371351,145.676051785
250.995373938,1169.08199879,521.057908978,1164.20124471,41.6929224021,31.7698917662,821.820623383
582.755719501,1530.00544668,172.70217493,1553.32776201,152.581759036,258.918987804,1120.80831556
582.755719501,1530.00544668,172.70217493,1553.32776201,152.581759036,258.918987804,1120.80831556
582.755719501,1530.00544668,172.70217493,1553.32776201,152.581759036,258.918987804,1120.80831556
2497.2213075,1121.83747203,553.50524462,1453.13095944,118.551651461,239.038257467,1291.81371276
2273.18399964,1689.8037712,784.504095707,1692.1231425,107.545044506,231.215567822,1036.04637474
2573.50637805,780.714796603,644.603738711,2405.24484766,56.8381006951,330.339717492,2094.76442921
2980.33668824,553.939334871,756.159605456,2839.8995768,191.727696296,275.919184185,2640.72840078
3446.45046408,582.866527174,422.575426723,3348.31913963,146.925456405,74.3992465121,3321.50651272
921.043426783,741.773402183,491.585552279,704.832849065,189.062462407,279.897569754,767.938785153
1131.32676984,814.009162081,277.27227441,900.193843717,47.1472317106,392.629926753,632.092559215
2546.00678534,1292.25497348,4315.70264519,523.396938741,270.335915789,159.952880869,1537.2300043
2548.78404053,1459.18726497,4546.81868447,720.423616835,159.872298281,395.319433898,1764.56041461
815.239283464,1010.86316943,1746.25800849,182.360264833,539.217923756,104.178098405,255.444025991
4648.20069273,4865.13401457,632.853970497,1317.39575665,86.6067519066,670.435819196,6012.53176891
327.866654209,1045.66884393,2666.7055944,548.71172775,103.411416978,166.087554992,417.917997216
600.559923215,586.707138746,1341.16652813,892.86613372,116.376419895,200.95658418,730.455363586
600.559923215,586.707138746,1341.16652813,892.86613372,116.376419895,200.95658418,730.455363586
1455.45393244,1514.81847553,3107.12626774,924.931048471,543.927613347,324.565402687,987.797572567
5441.82783997,798.374034978,1312.54279804,5272.3415325,167.076713128,423.209812513,5730.24714783
4549.33478856,2796.61566912,2895.46483916,3076.63120137,144.803094141,350.084465758,5408.4351127
2149.1120251,518.720210198,1257.64610496,778.266388358,383.815091916,428.521565579,1838.02395539
2891.72595441,1562.69785686,1374.95824752,1215.84156178,335.828458547,209.116739047,1519.76551929
2891.72595441,1562.69785686,1374.95824752,1215.84156178,335.828458547,209.116739047,1519.76551929
660.521467907,2418.66567796,638.340124386,857.432647607,173.69861548,454.063228968,1306.79407784
685.034097695,2670.09058805,493.685722777,732.404298631,164.376140116,191.667359825,666.981469853
603.039150509,2686.73346526,558.434152739,652.021907046,125.18077395,136.642266002,637.131174158
603.039150509,2686.73346526,558.434152739,652.021907046,125.18077395,136.642266002,637.131174158
2110.46739505,1569.55648217,3515.68915349,980.953039855,191.356811623,238.254717944,767.094150255
2247.01691558,1423.52831437,3533.44551598,843.438578492,313.40150169,172.135052928,755.161840657
2389.90854866,1272.2145912,3558.14833903,704.706951107,390.178472442,216.586459932,772.555599301
3122.56618006,517.259778165,3723.74786392,351.156149818,84.1811055906,102.337303955,1189.41042517
688.574889151,247.399354022,731.23952334,810.856639745,86.4443577735,86.4443577735,434.353276211
763.627940753,147.973025292,789.074751666,727.498513409,62.4133132093,62.4133132093,475.705774742
763.627940753,147.973025292,789.074751666,727.498513409,62.4133132093,62.4133132093,475.705774742
140.76485357,406.899282868,528.216737965,1358.88815272,429.689380414,38.647438063,880.131668818
144.712102418,247.424127452,479.469958471,1077.07208974,274.478143539,126.505780121,1008.20870503
78.6631641119,343.691113848,389.101519266,630.848718848,283.980786088,328.53045611,559.974619546
367.064930824,570.975548343,211.248114313,196.585900988,123.75457691,369.36524956,163.03841695
339.173798693,577.506310268,243.199491325,235.778540193,195.126116154,261.450973486,248.362890357
603.488990356,822.36755711,121.289477953,655.564377165,135.75189127,388.173948657,656.231367811
603.488990356,822.36755711,121.289477953,655.564377165,135.75189127,388.173948657,656.231367811
690.072090473,899.088065771,78.3038694384,752.694794557,70.9167098055,475.722836408,578.03604577
802.952236038,1000.31540296,154.081524108,876.11164607,75.9677707261,520.949635229,493.732724025
2015.32653955,1788.90388468,4350.4507471,1011.89526692,222.639961698,89.4789486403,1589.85125594
685.464207702,1406.10777157,580.436265482,1025.72751627,129.194209586,196.839253083,1117.11748692
685.464207702,1406.10777157,580.436265482,1025.72751627,129.194209586,196.839253083,1117.11748692
787.675211732,1862.46291825,209.622688558,1392.19711316,368.427447638,210.17291736,1425.83048292
685.464207702,1406.10777157,580.436265482,1025.72751627,129.194209586,196.839253083,1117.11748692
344.496546728,335.847169904,140.612087891,1291.73429523,209.778819552,322.985396873,1132.75778222
290.679740259,288.923959642,105.348636343,763.390210261,232.353803226,167.942514906,688.75718571
800.094445257,854.380868713,1796.95944323,671.789465642,234.492107874,147.338673338,590.856226752
320.821334291,1227.31447561,1185.41858081,1173.9879837,227.202817287,28.0200374775,1137.05874205
407.492950292,1329.92618921,949.096947733,1303.65226273,428.784741618,265.928590958,1115.44426935
485.561271769,1358.47844982,888.085781433,1340.79308662,362.627610888,361.771954891,1038.20893787
723.804026207,1438.08897847,645.882116401,1094.77791275,203.016716611,627.349793434,854.490948895
5425.42156569,795.04283928,1864.28191807,4922.80315579,298.249872375,282.270270483,5714.42851401
149.061787545,374.639574836,1474.68013255,462.25186971,79.5335222718,153.581699263,223.491170989
237.757190451,406.154065344,131.468323006,1262.91550084,181.004385189,285.136278342,1188.24657724
833.220398904,1988.77065765,3820.55404082,846.271499405,202.199472537,155.409886207,1769.65450022
760.944854673,2451.02353472,3719.10760446,798.807475501,201.089962734,21.0771696834,2161.7628352
1049.35375726,2558.77041983,3682.45084423,1094.74129176,137.420656311,522.73203786,1719.82980892
2526.91742599,914.884074717,2417.47020857,816.278143107,265.506182015,406.022842761,2435.84856855
2526.91742599,914.884074717,2417.47020857,816.278143107,265.506182015,406.022842761,2435.84856855
2333.39977278,1047.5558132,2258.35945508,500.060799183,361.141426026,197.83419539,2025.50919354
2975.69557197,571.206446197,539.514736736,2851.56045616,284.704902229,71.5099071106,2735.47239798
429.325465887,1902.79827176,1782.86102539,739.707907363,241.112205063,120.045006623,59.24221613
493.351692132,1315.00239096,1763.80244354,871.754692855,172.289922346,237.82981142,933.410602751
515.393674848,1107.34333507,739.0701387,143.699317219,152.483708461,93.1666038055,172.46975179
376.724904692,550.743675263,756.938992941,355.581060138,149.024650603,259.25681103,134.055792456
376.724904692,550.743675263,756.938992941,355.581060138,149.024650603,259.25681103,134.055792456
167.240787306,1668.44610918,440.500674733,231.770808443,77.2425822242,206.340098836,1344.63204552
422.778807923,1028.78377801,456.629425123,122.93946957,101.958788459,278.126462301,1316.79272794
418.480857032,629.78957205,604.742643845,271.71029617,221.462447621,221.043773545,1372.05147329
360.486535622,1148.8231948,1049.18112879,665.269292647,109.911743982,14.5148943486,375.254166491
783.091424732,2241.94236712,1011.25942644,643.49571192,227.059788713,493.530585394,934.502149076
783.091424732,2241.94236712,1011.25942644,643.49571192,227.059788713,493.530585394,934.502149076
783.091424732,2241.94236712,1011.25942644,643.49571192,227.059788713,493.530585394,934.502149076
665.602363204,2054.16994895,1223.1779406,656.923695053,88.2026901369,289.22753444,765.556171905
775.939563091,1422.80261722,2005.31075144,926.288170852,391.554816806,118.560923068,758.225294294
364.788939644,806.300922195,343.490925459,975.521867515,164.250020624,183.044807134,756.47555666
570.869222254,809.314326692,242.141495297,580.663939936,203.625086874,243.362074261,619.296688423
611.005498469,828.585418604,112.342556301,664.812507369,126.038301097,397.80146617,649.212905365
611.005498469,828.585418604,112.342556301,664.812507369,126.038301097,397.80146617,649.212905365
611.005498469,828.585418604,112.342556301,664.812507369,126.038301097,397.80146617,649.212905365
611.005498469,828.585418604,112.342556301,664.812507369,126.038301097,397.80146617,649.212905365
549.972312359,1467.63284094,718.173498655,307.619420062,143.213825287,147.612833179,1647.90063803
146.179589564,1329.9414127,56.6127720461,34.9208707549,298.075373693,128.765064928,907.50698382
417.709379749,994.471907201,453.096547626,177.398426778,43.4775734558,146.749759583,559.269529577
630.143909348,669.190646255,1175.8634081,689.70989542,145.812906326,163.768288872,388.360542839
630.143909348,669.190646255,1175.8634081,689.70989542,145.812906326,163.768288872,388.360542839
581.528387397,730.67147393,1185.7158543,775.414846979,176.644815003,259.464867495,410.413672613
581.528387397,730.67147393,1185.7158543,775.414846979,176.644815003,259.464867495,410.413672613
497.890614392,207.973762217,1264.78995104,107.046105385,161.519641356,131.344016503,292.070633422
497.890614392,207.973762217,1264.78995104,107.046105385,161.519641356,131.344016503,292.070633422
3356.03859101,560.428512028,1706.78496993,2125.99655251,168.269338363,114.976123109,1910.22396756
1073.16632088,523.66099962,2136.44580186,520.832824496,320.398418588,173.162798038,724.824142688
976.261257818,402.256965298,2136.91410888,638.062455462,404.076858726,216.228684757,620.755668226
562.178875775,39.5544731002,2192.41042333,504.926501251,52.7057048159,28.9403894005,359.950362666
469.866361942,2358.94163198,1193.96791676,423.741229783,335.261834088,146.89549947,660.576169922
214.320416167,1809.44431111,1524.75328734,809.158160345,229.097897376,133.060551393,214.469216578
301.639393503,1197.43472959,466.357229816,1141.86374962,328.372453643,188.997145704,1001.24105983
192.090376774,1195.26894155,93.5283256202,1001.04979666,429.021267172,81.7848348988,1080.41110739
192.090376774,1195.26894155,93.5283256202,1001.04979666,429.021267172,81.7848348988,1080.41110739
575.495319942,1473.34304669,120.021783394,1224.61264848,138.368211794,299.534666274,1250.3902563
1020.53690539,1816.39632436,129.952076616,1093.47872978,205.477693092,104.865863441,810.541205274
1204.86653086,646.905514211,1309.82396182,143.549546824,118.396736834,211.031013894,2164.91438347
937.663749251,706.144217893,1060.72692381,276.484016917,146.320134793,145.563900248,1899.52421389
550.161910715,711.284339245,723.847034275,190.592908778,142.227528768,176.250011875,1511.19245588
136.462863137,762.254245492,676.814280419,376.844884076,167.82487576,75.026242701,522.998898259
142.925663765,364.508081693,423.762637505,1138.12383253,150.36682319,260.3253169,781.434787001
142.925663765,364.508081693,423.762637505,1138.12383253,150.36682319,260.3253169,781.434787001
313.255471637,959.317094955,551.209076873,717.389862731,93.8703265664,250.700842991,498.250417615
232.283505189,1046.30281854,767.916292874,882.895048337,438.005945322,147.725741086,763.631924698
431.256172523,812.351302082,2112.73859974,262.555667183,125.221967856,45.9670322235,257.94787633
789.131041958,811.49796667,1726.22957938,658.482751961,241.079629429,63.2758435525,483.98044285
661.055931664,834.806357469,1615.63407234,751.591511204,150.638135904,143.416174023,579.982679147
537.205834762,875.765432076,1509.17217601,853.106759832,151.0404919,268.779636409,686.384190591
537.205834762,875.765432076,1509.17217601,853.106759832,151.0404919,268.779636409,686.384190591
387.766741832,952.020176291,1379.65072853,930.985567462,172.701841032,209.070251576,832.816494642
431.402675175,1436.73699339,806.774873976,1298.59274882,432.645678801,381.889599329,1113.7216477
418.858496402,933.519887591,1407.0183132,921.214092841,184.578201032,239.88777171,800.401899045
426.374617737,390.176013821,121.184483399,1005.80765481,167.98361172,191.599283504,684.567119472
755.576730371,37.8985174859,525.841166245,1459.24249637,105.200753485,337.256586136,278.579459639
1080.31162309,867.868581909,345.569989678,865.574121774,116.889340701,439.296521499,773.43380728
1198.07305486,935.685087074,223.189853392,978.123764542,139.026994291,514.066392262,746.689879897
3095.69910554,765.0659426,3228.73415501,828.346999431,55.1331552777,339.41265422,800.7283388
3095.69910554,765.0659426,3228.73415501,828.346999431,55.1331552777,339.41265422,800.7283388
3095.69910554,765.0659426,3228.73415501,828.346999431,55.1331552777,339.41265422,800.7283388
2190.49637715,1522.75066762,489.389687374,1653.73995043,236.446789552,196.91043483,872.015610816
684.688661807,1886.72558948,1900.28357643,1069.32969519,219.566057146,89.0080131786,83.1697985107
741.144259741,1055.20657238,588.411043607,1546.49571763,144.287576968,279.704736673,1388.37715928
980.377624648,1348.99352084,579.268298937,1630.57522937,262.691170818,26.7686827204,1048.09472408
334.219828696,1642.0542531,332.370384408,589.877580912,309.92700257,55.5666693272,802.660700512
133.806839199,1449.02447307,141.874906739,792.640495346,396.095055285,86.3393456704,977.391882941
133.806839199,1449.02447307,141.874906739,792.640495346,396.095055285,86.3393456704,977.391882941
400.078884308,972.094293523,384.285686301,1318.06649273,269.014830323,113.916353614,1464.55020391
1322.82370294,508.196895123,1301.41133671,761.325191299,467.205236582,193.352157681,1551.4637894
672.461598599,1591.35754521,2711.04597756,695.92673224,333.078585602,44.7694574938,1434.47326876
645.926220396,1957.08047226,3094.10547928,686.850885436,217.567061319,134.20713846,1520.09184433
812.884535774,2310.19796541,3457.36240282,858.412360309,292.475120858,324.333308538,1676.74776101
1011.55787163,1284.38545437,3114.85527534,1110.49088948,310.180684548,488.890732619,1161.52541669
1011.55787163,1284.38545437,3114.85527534,1110.49088948,310.180684548,488.890732619,1161.52541669
323.474204181,488.024454857,285.66708076,727.494043055,176.146637768,61.8587091461,517.815419473
323.474204181,488.024454857,285.66708076,727.494043055,176.146637768,61.8587091461,517.815419473
287.83791269,340.715287207,280.2183003,1179.01698604,264.534922974,310.431574486,734.797968912
287.83791269,340.715287207,280.2183003,1179.01698604,264.534922974,310.431574486,734.797968912
287.83791269,340.715287207,280.2183003,1179.01698604,264.534922974,310.431574486,734.797968912
278.974348697,436.800697517,283.597338424,1227.64172171,290.503108126,185.15702956,848.979079037
320.469072229,922.070896397,363.432136547,882.938868901,109.565562902,253.512103869,666.512502629
403.274497149,922.794131018,465.140003659,850.672207042,39.799746278,143.723186699,631.443233147
403.274497149,922.794131018,465.140003659,850.672207042,39.799746278,143.723186699,631.443233147
438.94176097,2768.47694989,600.039872944,253.966730487,391.182175919,206.730812865,1464.45601484
652.872175714,551.748328269,2390.22045304,149.839101614,96.7412766731,149.115752457,347.007055561
652.872175714,551.748328269,2390.22045304,149.839101614,96.7412766731,149.115752457,347.007055561
694.454614909,449.959395423,2544.43583094,277.232395056,48.4337083562,125.555898455,326.61051317
641.295083102,734.42002463,1993.37564824,149.945657836,174.033143893,174.033143893,303.948318642
620.499112259,830.912524177,1910.95043507,107.73289874,208.363996711,247.766338345,191.546110168
771.740585303,1199.28040306,1552.77593649,463.754461187,91.2251009762,131.11618729,238.083705534
771.740585303,1199.28040306,1552.77593649,463.754461187,91.2251009762,131.11618729,238.083705534
771.740585303,1199.28040306,1552.77593649,463.754461187,91.2251009762,131.11618729,238.083705534
771.740585303,1199.28040306,1552.77593649,463.754461187,91.2251009762,131.11618729,238.083705534
794.324922349,1312.59914496,1409.13303122,608.156129146,197.18140593,191.179068369,380.94421002
1067.90117436,1897.77126321,485.545638079,1428.34292088,152.545079593,77.719932951,1193.7626149
1067.90117436,1897.77126321,485.545638079,1428.34292088,152.545079593,77.719932951,1193.7626149
810.668261975,2551.45286434,787.11996519,677.457727828,202.953652208,300.708199048,1154.76923271
843.844390072,2459.57150795,892.847716522,589.183482152,143.300776604,327.146356328,1029.15405347
2017.00755285,2213.89293583,967.160028706,1640.16650995,394.303300338,228.91163795,593.288225517
2017.00755285,2213.89293583,967.160028706,1640.16650995,394.303300338,228.91163795,593.288225517
2422.03340904,2371.44431732,2139.18860261,500.606946441,64.1305415584,342.581875207,491.872929057
214.966793766,1173.56551247,2395.57349485,476.008769902,235.435707084,36.676174746,665.547065093
132.566181163,1090.9325139,2627.49902001,383.566399743,90.8165946905,134.900575927,649.715955109
14.696123172,1085.54634227,2756.9263424,408.125682728,141.421128915,7.615207264,547.807142791
430.028808472,858.601189124,1796.10024756,56.5438394335,55.452133456,53.8111779139,315.195891995
430.028808472,858.601189124,1796.10024756,56.5438394335,55.452133456,53.8111779139,315.195891995
250.136747592,682.796941317,1575.05695729,49.7333059661,168.649588955,49.9948273891,218.26256166
250.136747592,682.796941317,1575.05695729,49.7333059661,168.649588955,49.9948273891,218.26256166
250.136747592,682.796941317,1575.05695729,49.7333059661,168.649588955,49.9948273891,218.26256166
455.093923972,1686.11759087,15.2184005603,1659.18857903,272.424971146,268.073811465,1294.46015084
245.442365053,1882.33577054,207.818974555,1561.56664271,135.619538514,287.976077339,1471.42963405
399.78140881,1841.79221471,917.348128703,1208.73062119,456.399810186,269.768955934,1297.54391331
