676.853137053,1343.42322184,651.573528835,259.025773757,307.361165002,243.684366135,453.198623698,782.603257979,729.931868093,
690.420200716,1509.73828992,680.173132993,310.698709141,299.476281506,106.01986941,661.14065464,991.919092472,565.190264352,
1383.49430033,2337.84319674,745.623378085,317.992061681,453.519488308,119.006357932,1255.25387255,1863.0482849,911.171597184,
534.534192462,591.675928819,1723.12508874,555.254208495,194.351776585,524.013546549,836.355397487,2496.94082599,1185.3805868,
534.534192462,591.675928819,1723.12508874,555.254208495,194.351776585,524.013546549,836.355397487,2496.94082599,1185.3805868,
363.22797337,512.292714077,430.29777981,740.536222247,277.958382934,353.964482191,640.791599673,1505.54144835,906.539127803,
602.796650083,302.634107896,1766.04580136,174.941159472,144.523229825,194.662197082,295.141046423,847.194337056,276.275988259,
585.532532119,865.494138391,294.296316704,1105.95052094,90.5806000634,44.9654932294,956.02079802,976.989830795,760.535795068,
363.392296779,615.01182788,74.3398012149,512.445873411,149.009771676,505.183194049,445.79956919,600.196318446,798.626317902,
2030.14181892,1865.18533655,447.552992907,2212.63818101,201.626350297,705.230327172,838.822919973,52.5247972058,1394.76021651,
3463.48374315,1316.86055819,732.166063518,3447.38265126,314.313880225,344.183769862,3749.76801467,1684.00078204,2116.27754665,
3554.38200313,1213.79469763,800.189444982,3541.53687122,274.971951248,435.736440805,3841.18004677,1732.96794684,2108.34264429,
3924.76989994,801.091344728,1127.71894251,3923.43218406,60.9079263194,643.645944833,4212.98511106,1971.65914853,2104.71110965,
3924.76989994,801.091344728,1127.71894251,3923.43218406,60.9079263194,643.645944833,4212.98511106,1971.65914853,2104.71110965,
334.946352434,1096.61770796,554.712667784,1170.96718191,162.332692103,86.3267967514,705.822840807,248.89475731,160.397632197,
248.323983809,1151.91733865,536.370113225,1154.01035746,56.5899622209,44.4798532314,802.727595309,122.412471127,57.3385419735,
332.233184871,1235.99058149,544.655513412,1079.34563696,140.82572034,48.4417523554,986.746413024,292.299027159,384.775756959,
435.298651761,1275.99706828,529.010552495,1043.16285524,141.962511008,158.05237022,1009.98720515,415.586735946,508.101595015,
549.919381104,1327.73612104,543.008976093,1020.6889985,223.238961948,247.127430527,1048.59345636,542.210469475,634.64863604,
664.449989648,1386.62544025,583.072172896,1013.73083313,128.411731534,209.245107962,1098.3380582,664.176855428,726.9853105,
904.394373024,1530.20056734,724.449796243,1044.84431331,203.472683624,92.8529264164,1083.5212761,913.22910997,494.55232532,
356.308225738,406.285139371,2567.73387081,440.450742566,164.950835632,425.705936306,113.835825602,1734.09955486,1242.66089111,
356.308225738,406.285139371,2567.73387081,440.450742566,164.950835632,425.705936306,113.835825602,1734.09955486,1242.66089111,
414.912087072,1048.19100921,2554.19529464,817.362302821,277.269857956,214.528503523,509.749065288,1641.38961567,645.600991757,
679.178844089,1025.98722875,2280.86233955,650.037273622,176.351938296,182.785982733,704.681252289,1427.01425666,32.3929991127,
679.178844089,1025.98722875,2280.86233955,650.037273622,176.351938296,182.785982733,704.681252289,1427.01425666,32.3929991127,
2258.7724333,2206.96689096,2123.05211838,456.358229698,240.845341777,190.899577048,446.928470763,1128.24218317,1440.70464767,
2925.63008999,2839.2189287,2080.7475415,889.185558305,263.597585892,833.295629313,883.366362274,1542.00272576,2132.52159321,
1178.3862436,2811.89076938,3986.25894828,1220.84328149,277.997655293,314.897186235,2056.37576904,952.765035706,921.738736217,
1178.3862436,2811.89076938,3986.25894828,1220.84328149,277.997655293,314.897186235,2056.37576904,952.765035706,921.738736217,
1542.23872318,2956.87494407,3955.93494557,1587.75517455,402.634341214,267.356129111,1667.22262061,1489.13119515,1454.11101306,
1542.23872318,2956.87494407,3955.93494557,1587.75517455,402.634341214,267.356129111,1667.22262061,1489.13119515,1454.11101306,
1542.23872318,2956.87494407,3955.93494557,1587.75517455,402.634341214,267.356129111,1667.22262061,1489.13119515,1454.11101306,
3592.14734076,1092.2237339,1217.67000641,3608.96417119,262.286165866,318.397515516,3881.27778197,1559.4552907,1900.22350646,
906.029650474,224.618331494,1382.89225482,314.464901582,333.691586524,132.889009775,289.319152842,1009.52148551,143.038058886,
364.715052738,800.805270982,2443.08131147,386.783690848,147.18887309,142.84357469,204.29294465,1326.11042077,813.888062636,
486.208427596,933.254861897,2343.10331754,375.001605453,120.147602074,60.8746775635,153.21733056,1316.92723173,728.871175035,
486.208427596,933.254861897,2343.10331754,375.001605453,120.147602074,60.8746775635,153.21733056,1316.92723173,728.871175035,
486.208427596,933.254861897,2343.10331754,375.001605453,120.147602074,60.8746775635,153.21733056,1316.92723173,728.871175035,
132.196755841,1087.03369401,2062.1203758,328.217330844,189.095538114,188.311114267,454.882789352,1398.47822647,639.974841842,
306.466939294,1155.99501094,1940.99984225,283.601978532,78.1980458745,49.2821882173,340.696292963,1505.00808217,728.816113122,
670.055875395,862.219852338,1293.11236222,685.815255076,286.266872188,107.778069078,190.228958752,1619.71059306,469.017965694,
798.565344275,792.871999396,1729.03348823,635.616254461,244.459612446,50.0750709709,461.112248173,1467.10718456,839.760462814,
807.902895754,2153.55343065,3261.83075624,851.588445176,293.494298022,257.424596937,1485.33609008,1030.93548006,993.35112622,
17.1422240282,1107.37526314,2744.77706276,424.719566909,117.658284095,24.7205157308,572.416340198,528.481724407,368.205629477,
17.1422240282,1107.37526314,2744.77706276,424.719566909,117.658284095,24.7205157308,572.416340198,528.481724407,368.205629477,
265.653895124,1750.56240952,1846.97247828,531.538933794,353.376292967,170.090696162,234.097300274,1327.87931376,900.080966789,
398.232333416,1054.48031983,779.507959531,796.88300798,340.510108278,330.305118591,775.387308914,472.454737196,552.352824891,
398.232333416,1054.48031983,779.507959531,796.88300798,340.510108278,330.305118591,775.387308914,472.454737196,552.352824891,
712.579092146,1638.6460462,152.508429671,1409.28387065,263.709264849,197.977156066,1382.32720677,609.391343706,685.897536547,
712.579092146,1638.6460462,152.508429671,1409.28387065,263.709264849,197.977156066,1382.32720677,609.391343706,685.897536547,
